VannKraftverkID,Navn,VannKVType,VannKVTypeID,HovedEier,HovedEier_OrgNr,Fylke,FylkesNr,Kommune,KommuneNr,ForsteUtnyttelseAvFalletDato,DatoForEldsteKraftproduserendeDel,MaksYtelse,MidProd_91_20,BruttoFallhoyde_M,Slukeevne,EnEkv,ElspotomraadeNummer,RegineNr,ErIDrift,IDriftDato,Konsesjoner,Kraftverkstatus,NVEOmraadeID,NVEOmraadeNavn,Nedborsfeltnavn,SPPunkt,SPSone,UnderBygging,UteAvDrift,VassdragsOmraadeID,VassdragsOmraadeNavn
898,Bjordal,Kraftverk,K,JENS DOMINICUS NAGELL BJORDAL,985035652,Rogaland,11,Vindafjord,60,2004,2004,0.099,0.459,,,,2,041.21Z,True,2004-11-18T00:00:00,"[{'KdbID': 3899, 'Tittel': 'Bjordalselva mikrokraftverk'}]",Idrift,,,Svensbøelva,,999,False,,5,NVE - område: 5
1498,Bjordal II,Kraftverk,K,JENS DOMINICUS NAGELL BJORDAL,985035652,Rogaland,11,Vindafjord,60,2009,2009,0.14,0.421,,,,2,041.21Z,True,2009-06-15T00:00:00,"[{'KdbID': 4972, 'Tittel': 'Bjordal Kraft II, mikrokraftverk'}]",Idrift,,,Svensbøelva,,999,False,,5,NVE - område: 5
25,Bjordalen,Kraftverk,K,SKAGERAK KRAFT AS,979563531,Telemark ,40,Hjartdal,24,1960,1960,2.9,9.032,56.5,9.3,0.087,2,016.EDZ,True,1960-09-02T00:00:00,"[{'KdbID': 906, 'Tittel': 'Overføring av Heiåi til Skjesvatn'}, {'KdbID': 1203, 'Tittel': 'Till. til å rå over alt vannet i Hjartdal-Tuddalsvassdr.'}, {'KdbID': 1819, 'Tittel': 'Ekspropriasjon av fallrettigh. Hjartdal- Tuddalvassdret.'}, {'KdbID': 6431, 'Tittel': 'Revisjon av konsesjonsvilkår - Hjartdøla'}]",Idrift,,,Skiensvassdraget,53,078,False,,3,NVE - område: 3
881,Bjordøla,Kraftverk,K,NORDBØ OLAV S,970260196,Telemark ,40,Hjartdal,24,2005,2005,0.132,0.31,25.0,0.7,0.052,2,016.EDC,True,2005-04-11T00:00:00,"[{'KdbID': 3768, 'Tittel': 'Bjordøla mikrokraftverk'}, {'KdbID': 6431, 'Tittel': 'Revisjon av konsesjonsvilkår - Hjartdøla'}]",Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
1260,Bjoråi,Kraftverk,K,,,Telemark ,40,Fyresdal,32,2005,2005,0.028,0.181,,,,2,019.DCC,True,2005-01-01T00:00:00,"[{'KdbID': 3563, 'Tittel': 'Bjoråi mikrokraftverk'}]",Idrift,,,Arendalsvassdraget,,999,False,,3,NVE - område: 3
26,Bjølvo,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Vestland,46,Kvam,22,1918,2003,99.2,457.056,870.0,13.0,2.11,5,052.4B,True,2003-10-29T00:00:00,"[{'KdbID': 79, 'Tittel': 'Erverv og regulering av Bjølvovassdraget i Hardanger'}, {'KdbID': 415, 'Tittel': 'Erverv og regulering av Bjølvovassdraget - Endring av vilkår'}, {'KdbID': 2244, 'Tittel': 'Bjølvo kraftverk, rehabilitering og utvidelse'}, {'KdbID': 3727, 'Tittel': 'Justert manøvreringsreglement for Bjølvo kraftverk'}]",Idrift,,,Bjølvo,01,233,False,,6,NVE - område: 6
27,Bjørdal,Kraftverk,K,TUSSA ENERGI AS,876795442,Møre og Romsdal,15,Ørsta,20,1931,1931,4.3,29.81,291.0,1.9,0.629,3,095.E,True,1931-01-01T00:00:00,"[{'KdbID': 202, 'Tittel': 'Regulering av Øvrevatn og overføring av Geitvikelva til Kvanndalsv.'}, {'KdbID': 2648, 'Tittel': 'Erverv fallrettigheter Bjordal og Vartdal kr.v., overf. reg.kons.'}]",Idrift,,,Ørstavassdraget,02,395,False,,8,NVE - område: 8
2002,Bjørgelva,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Troms,55,Sørreisa,26,2020,2020,2.42,7.508,232.3,1.23,0.547,4,193.4B,True,2020-12-17T00:00:00,"[{'KdbID': 6737, 'Tittel': 'Bjørgelva kraftverk'}]",Idrift,,,Bjørgelva,,999,False,,11,NVE - område: 11
1540,Bjørgjo,Kraftverk,K,KAMBO ENERGI AS,992529970,Vestland,46,Etne,11,2009,2009,0.6,1.892,348.5,0.2,,2,041.41A0,True,2009-06-11T00:00:00,"[{'KdbID': 4962, 'Tittel': 'Bjørgjo kraftverk'}]",Idrift,,,elv fra Langavatnet,,999,False,,5,NVE - område: 5
814,Bjørgum,Kraftverk,K,SMÅKRAFT AS,984616155,Agder,42,Valle,21,2004,2004,5.495,15.693,295.0,2.3,0.663,2,021.E5A,True,2004-09-01T00:00:00,"[{'KdbID': 2579, 'Tittel': 'Bjørgum småkraftverk'}]",Idrift,,,Otra,22,115,False,,4,NVE - område: 4
1250,Bjørheimsbygd,Kraftverk,K,BJØRHEIMSBYGD KRAFTVERK AS,963235291,Rogaland,11,Strand,30,2006,2006,0.9,3.802,176.0,,,2,032.4A5,True,2006-02-17T00:00:00,"[{'KdbID': 3781, 'Tittel': 'Bjørheimsbygd kraftstasjon'}]",Idrift,,,Tauelva,,159,False,,4,NVE - område: 4
28,Bjørkåsen,Kraftverk,K,BALLANGEN ENERGI AS,971592117,Nordland,18,Narvik,06,1921,1987,3.68,17.811,82.5,6.2,0.175,4,173.3Z,True,1987-09-20T00:00:00,"[{'KdbID': 520, 'Tittel': 'Erverv av grunn og rettigheter og regulering av Børsvann'}, {'KdbID': 621, 'Tittel': 'Ny ervervs- og reguleringskonsesjon Bjørkåsen kraftverk'}]",Idrift,,,Rånaelva,11,735,False,,11,NVE - område: 11
1367,Bjørndalen,Kraftverk,K,SFE PRODUKSJON AS,984882106,Vestland,46,Bremanger,48,2006,2006,4.95,23.997,101.6,5.5,0.25,3,086.7C,True,2006-06-15T00:00:00,"[{'KdbID': 3706, 'Tittel': 'Dauremål og Bjørndalen kraftverk'}]",Idrift,,,Vestre yksneelva,02,364,False,,13,NVE - område: 13
2070,Bjørndalen,Kraftverk,K,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,915640850,Vestland,46,Voss,21,2021,2021,2.3,6.628,167.07,1.6,0.399,5,062.BAA,True,2021-12-21T00:00:00,"[{'KdbID': 6898, 'Tittel': 'Bjørndalen kraftverk'}]",Idrift,,,Vossovassdraget,,254,False,,6,NVE - område: 6
1242,Bjørndalselva,Kraftverk,K,BJØRNDALEN KRAFT AS,988456632,Vestland,46,Sunnfjord,47,2006,2006,5.3,18.105,327.0,1.92,0.752,3,084.E31,True,2006-06-15T00:00:00,"[{'KdbID': 4091, 'Tittel': 'Bjørndalselva kraftverk'}]",Idrift,,,Jølstra,22,346,False,,13,NVE - område: 13
1166,Bjørnebykverna,Kraftverk,K,SOLØR MILJØ KRAFT AS,894678852,Innlandet,34,Åsnes,18,2000,2000,0.09,0.344,8.0,,,1,002.H1A0,True,2000-01-01T00:00:00,[],Idrift,,,Glommavassdraget,,004,False,,1,NVE - område: 1
1854,Bjørnstokk,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Brønnøy,13,2017,2017,8.2,20.394,264.2,3.7,0.616,4,144.721Z,True,2017-07-06T00:00:00,"[{'KdbID': 4603, 'Tittel': 'Bjørnstokk kraftverk'}]",Idrift,,,Bjørnstokkelva,01,614,False,,10,NVE - område: 10
979,Bjørsvik,Kraftverk,K,LERØY VEST KRAFT AS,923233539,Vestland,46,Alver,31,1952,1952,0.495,0.336,,,,5,064.6,True,1952-01-01T00:00:00,"[{'KdbID': 5972, 'Tittel': 'Bjørsvik kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,6,NVE - område: 6
1115,Bjøråa,Kraftverk,K,,,Trøndelag,50,Høylandet,46,1999,1999,0.025,0.02,71.0,0.06,0.116,3,142.32Z,True,1999-01-01T00:00:00,[],Idrift,,,Bjøråa,,999,False,,9,NVE - område: 9
1190,Bjøråa,Kraftverk,K,HANS JOHAN AARNES,979259492,Møre og Romsdal,15,Surnadal,66,1997,1997,0.036,0.207,,,,3,112.3A2,True,1997-01-01T00:00:00,"[{'KdbID': 2278, 'Tittel': 'Mikrokraftverk i Bjøråa'}]",Idrift,,,Bøvra,,999,False,,8,NVE - område: 8
1915,Bjåstad,Kraftverk,K,FJÆRLAND KRAFT AS,916498721,Vestland,46,Sogndal,40,2018,2018,5.19,11.663,385.83,1.68,0.858,5,078.21Z,True,2018-03-22T00:00:00,"[{'KdbID': 5897, 'Tittel': 'Bjåstad kraftverk'}]",Idrift,,,Bjåstadelvi,02,316,False,,7,NVE - område: 7
1351,Blikraåna,Kraftverk,K,BLIKRAÅNA KRAFTVERK AS,889506822,Rogaland,11,Vindafjord,60,2006,2006,0.25,0.997,235.0,0.08,,2,038.5B,True,2006-09-27T00:00:00,"[{'KdbID': 3905, 'Tittel': 'Blikraåna minikraftverk'}]",Idrift,,,Åmselva,,999,False,,5,NVE - område: 5
1078,Blikåsbekken,Kraftverk,K,,,Trøndelag,50,Indre Fosen,54,2000,2000,0.004,0.016,,,,3,131.9B,True,2000-01-01T00:00:00,"[{'KdbID': 2279, 'Tittel': 'Mikrokraftverk i Bliksåsbekken'}]",Idrift,,,Prestelva,,999,False,,9,NVE - område: 9
2004,Blokken,Kraftverk,K,,,Nordland,18,Sortland – Suortá,70,1917,1917,0.12,0.515,10.0,1.6,0.021,4,178.43A,True,1917-01-01T00:00:00,"[{'KdbID': 4738, 'Tittel': 'Regulering av Nervatnet og Innervatnet, Blokkenvassdraget'}]",Idrift,,,Blokkelva,,999,False,,11,NVE - område: 11
1454,Blådalselva,Kraftverk,K,SMÅKRAFT AS,984616155,Vestland,46,Masfjorden,34,2010,2010,2.66,8.276,247.0,1.3,0.568,5,065.7Z,True,2010-09-27T00:00:00,"[{'KdbID': 4341, 'Tittel': 'Blådalselva kraftverk'}]",Idrift,,,Kvingedalsvassdraget,01,263,False,,6,NVE - område: 6
31,Blåfalli III H,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,1968,1968,100.0,536.621,320.0,38.0,0.731,2,042.B2,True,1968-01-01T00:00:00,"[{'KdbID': 484, 'Tittel': 'Ytt. erverv, reg. og overføring i Blådalsvassdraget mv.'}, {'KdbID': 2599, 'Tittel': 'Heving av HRV i Midtbotnvatn med 1,0 m'}, {'KdbID': 2900, 'Tittel': 'Overf. av fire nedbørfelt i Svelgenomr. til Møsevatn, Blådalsvassdr'}, {'KdbID': 4809, 'Tittel': 'Overføring Eikemoelva til Vetrhusvatn (Blåfalli)'}]",Idrift,,,Blåelva,05,193,False,,5,NVE - område: 5
32,Blåfalli III L,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,1976,1976,5.0,17.735,57.0,9.02,0.153,2,042.B2,True,1976-01-01T00:00:00,"[{'KdbID': 484, 'Tittel': 'Ytt. erverv, reg. og overføring i Blådalsvassdraget mv.'}, {'KdbID': 4809, 'Tittel': 'Overføring Eikemoelva til Vetrhusvatn (Blåfalli)'}]",Idrift,,,Blåelva,04,193,False,,5,NVE - område: 5
33,Blåfalli IV,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,1981,1981,13.0,70.368,150.0,10.0,0.361,2,042.E21,True,1981-12-15T00:00:00,"[{'KdbID': 484, 'Tittel': 'Ytt. erverv, reg. og overføring i Blådalsvassdraget mv.'}, {'KdbID': 2900, 'Tittel': 'Overf. av fire nedbørfelt i Svelgenomr. til Møsevatn, Blådalsvassdr'}]",Idrift,,,Blåelva,06,193,False,,5,NVE - område: 5
781,Blåfalli V,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,2002,2002,8.1,27.529,56.0,17.3,0.13,2,042.F,True,2002-01-01T00:00:00,"[{'KdbID': 2599, 'Tittel': 'Heving av HRV i Midtbotnvatn med 1,0 m'}, {'KdbID': 2822, 'Tittel': 'Blåfalli V kraftverk'}]",Idrift,,,Blåelva,07,193,False,,5,NVE - område: 5
1334,Blåfalli Vik,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,2007,2007,230.0,806.754,374.8,70.0,0.938,2,042.7B,True,2007-05-01T00:00:00,"[{'KdbID': 484, 'Tittel': 'Ytt. erverv, reg. og overføring i Blådalsvassdraget mv.'}, {'KdbID': 834, 'Tittel': 'Erverv av vannfall i Blåelva'}, {'KdbID': 2599, 'Tittel': 'Heving av HRV i Midtbotnvatn med 1,0 m'}, {'KdbID': 2900, 'Tittel': 'Overf. av fire nedbørfelt i Svelgenomr. til Møsevatn, Blådalsvassdr'}, {'KdbID': 2994, 'Tittel': 'Blåfalli kraftverk - Vik'}, {'KdbID': 4809, 'Tittel': 'Overføring Eikemoelva til Vetrhusvatn (Blåfalli)'}]",Idrift,,,Opstveitvassdraget,03,193,False,,5,NVE - område: 5
1281,Blålid,Kraftverk,K,BLÅLID KRAFT AS,989362402,Vestland,46,Bremanger,48,2007,2007,0.565,2.019,95.0,0.75,0.209,3,086.320,True,2007-03-28T00:00:00,"[{'KdbID': 4174, 'Tittel': 'Blålid minikraftverk'}]",Idrift,,,KYSTFELT,,999,False,,13,NVE - område: 13
1262,Blåsvagrova,Kraftverk,K,,,Vestland,46,Sunnfjord,47,2005,2005,0.017,0.017,120.0,,,3,083.F,True,2005-01-01T00:00:00,"[{'KdbID': 4068, 'Tittel': 'Blåsvagrova mikrokraftverk'}]",Idrift,,,Gaularvassdraget,,999,False,,13,NVE - område: 13
1697,Boen Foss,Kraftverk,K,BOEN FOSS AS,917998760,Agder,42,Kristiansand,04,1920,2021,3.6,23.986,12.8,30.0,0.033,2,020.A12,True,2021-02-06T00:00:00,"[{'KdbID': 6640, 'Tittel': 'Nytt Boenfossen kraftverk'}, {'KdbID': 9609, 'Tittel': 'Søknad - Midlertidig fravik fra manøvreringsreglementet - Boen Foss\xa0kraftverk\xa0-\xa0BOEN FOSS AS - Fravik fra minstevannføring;Annet;  - 01.04.2025 til 31.08.2026- Referansenr:GETVCO'}]",Idrift,,,Tovdalsvassdraget,01,111,False,,4,NVE - område: 4
1793,Bog,Kraftverk,K,BOG KRAFT AS,992784954,Rogaland,11,Suldal,34,2008,2008,0.09,0.363,,,,2,035.8,True,2008-11-19T00:00:00,"[{'KdbID': 4413, 'Tittel': 'Bog mikrokraftverk'}]",Idrift,,,KYSTFELT,,999,False,,3,NVE - område: 3
1333,Boge 1,Kraftverk,K,BOGE KRAFT AS,985993610,Vestland,46,Vaksdal,28,2007,2007,1.35,4.992,209.0,0.87,0.431,5,061.4A,True,2007-01-01T00:00:00,"[{'KdbID': 3895, 'Tittel': 'Boge I minikraftverk'}, {'KdbID': 7824, 'Tittel': 'Boge I minikraftverk'}]",Idrift,,,Vaksdalsvassdraget,01,239,False,,6,NVE - område: 6
1463,Boge 2,Kraftverk,K,BOGE KRAFT AS,985993610,Vestland,46,Vaksdal,28,2008,2008,1.25,4.253,261.66,0.6,0.579,5,061.4A,True,2008-09-02T00:00:00,"[{'KdbID': 4560, 'Tittel': 'Bogekraft AS - Boge 2 '}]",Idrift,,,Vaksdalsvassdraget,02,239,False,,6,NVE - område: 6
34,Bogna,Kraftverk,K,NTE ENERGI AS,988340715,Trøndelag,50,Snåase – Snåsa,41,1971,1971,57.0,154.771,290.0,23.8,0.665,3,128.C43,True,1971-01-28T00:00:00,"[{'KdbID': 428, 'Tittel': 'Regulering av Bangsjøene og overføring til Snåsavatnet'}]",Idrift,,,Snåsavassdraget,11,517,False,,9,NVE - område: 9
1705,Bordalsbekken,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Rogaland,11,Tysvær,46,2012,2012,1.9,5.046,205.4,1.04,0.507,2,039.21Z,True,2012-08-31T00:00:00,"[{'KdbID': 5199, 'Tittel': 'Bordalsbekken kraftverk'}]",Idrift,,,Storaelva,,999,False,,5,NVE - område: 5
2023,Bordalselva,Kraftverk,K,SMÅKRAFT GREEN BOND 2 AS,825750932,Møre og Romsdal,15,Molde,06,2020,2020,2.2,6.834,296.0,0.9,0.679,3,105.20,True,2020-11-11T00:00:00,"[{'KdbID': 6523, 'Tittel': 'Bordalselva kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,8,NVE - område: 8
35,Borgund,Kraftverk,K,ØSTFOLD ENERGI AS,879904412,Vestland,46,Lærdal,42,1974,1974,212.0,1068.73,874.0,28.0,2.103,5,073.C12,True,1974-10-04T00:00:00,"[{'KdbID': 71, 'Tittel': 'Reguleringer og overføringer i Lærdalsvassdraget'}, {'KdbID': 652, 'Tittel': 'Reg. og overf. i Lærdalsvassdr. - Midl. endr. av man.regl. Borgund'}, {'KdbID': 3966, 'Tittel': 'Planendring Borgund kr.v. i  Lærdalsvassdraget'}, {'KdbID': 4712, 'Tittel': 'Overføring av Vadhaugane og planendring Borgund kraftverk i Lærdalsvassdraget'}, {'KdbID': 6787, 'Tittel': 'Mørkedøla pumpe i Lærdalsvassdraget'}, {'KdbID': 9572, 'Tittel': 'Søknad - Midlertidig fravik fra manøvreringsreglementet - Borgund\xa0kraftverk\xa0-\xa0ØSTFOLD ENERGI AS - Tapping under LRV ;  - 01.03.2025 til 30.04.2026- Referansenr:AAWJMT'}]",Idrift,,,Lærdalsvassdraget,02,298,False,,2,NVE - område: 2
1829,Borgåna,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Rogaland,11,Suldal,34,2017,2017,1.95,4.8,346.5,0.7,0.774,2,038.1B,True,2017-01-31T00:00:00,"[{'KdbID': 5481, 'Tittel': 'Borgåna kraftverk'}, {'KdbID': 7416, 'Tittel': 'Planendring Borgånå kraftverk'}]",Idrift,,,Vikastølelva,,999,False,,5,NVE - område: 5
36,Borregaard,Kraftverk,K,SARPSFOSS LIMITED NUF,916694385,Østfold,31,Sarpsborg,05,1910,1910,54.0,271.286,20.5,337.5,0.044,1,002.A4,True,1910-01-01T00:00:00,"[{'KdbID': 599, 'Tittel': 'Bygdinreg., ny konsesjon for private (Hafslund og Borregaard)'}, {'KdbID': 4296, 'Tittel': 'Nytt aggregat i Borregaard kr.st'}, {'KdbID': 8421, 'Tittel': 'Generatordrift i pumpestasjon i Sarpsfossen '}]",Idrift,,,Glommavassdraget,02,004,False,,1,NVE - område: 1
1987,Botna,Kraftverk,K,BOTNA KRAFT AS,911605244,Vestland,46,Sogndal,40,2020,2020,1.9,6.495,332.5,0.7,0.754,5,078.22,True,2020-05-25T00:00:00,"[{'KdbID': 6656, 'Tittel': 'Botna kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,7,NVE - område: 7
1649,Botnabakken,Kraftverk,K,BOTNABAKKEN KRAFT AS,992361301,Vestland,46,Sunnfjord,47,2009,2009,0.16,0.546,125.0,,,3,084.AB3,True,2009-02-05T00:00:00,"[{'KdbID': 5137, 'Tittel': 'Botnabakken minikraftverk'}]",Idrift,,,Jølstra,,346,False,,13,NVE - område: 13
1005,Botnaelva,Kraftverk,K,BOTNAELVA KRAFTVERK AS,821091152,Vestland,46,Kvinnherad,17,2005,2005,0.4,1.119,,,,2,045.31Z,True,2005-06-07T00:00:00,"[{'KdbID': 3885, 'Tittel': 'Botnaelva minikraftverk'}]",Idrift,,,Storelva,,999,False,,5,NVE - område: 5
1603,Botnaelva,Kraftverk,K,SØRDALSKRAFT AS,987393971,Vestland,46,Vaksdal,28,2007,2007,0.862,2.717,159.0,0.65,0.368,5,063.A5Z,True,2007-01-04T00:00:00,"[{'KdbID': 3937, 'Tittel': 'Botnaelva minikraftverk'}]",Idrift,,,Eksingedalsvassdraget,,257,False,,6,NVE - område: 6
1544,Brandåa,Kraftverk,K,SVORKA ENERGI AS,919763159,Trøndelag,50,Rindal,61,2009,2009,4.05,12.303,370.0,1.3,0.865,3,112.D4A0,True,2009-12-11T00:00:00,"[{'KdbID': 4277, 'Tittel': 'Brandåa kraftverk'}]",Idrift,,,Surna,20,457,False,,8,NVE - område: 8
37,Braskereidfoss,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Våler (Innlandet),19,1978,1978,35.95,129.4724,9.5,450.0,0.022,1,002.H12,True,1978-12-12T00:00:00,"[{'KdbID': 475, 'Tittel': 'Erverv av fall og ekspropr. for utb. av Braskereidfoss i Glomma'}, {'KdbID': 6297, 'Tittel': 'Utvidelse og opprusting Braskereidfoss kraftverk'}]",Idrift,,,Glommavassdraget,40,004,False,,1,NVE - område: 1
38,Bratsberg,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Trøndelag,50,Trondheim,01,1977,1977,124.0,537.043,145.0,105.0,0.328,3,123.A6,True,1977-10-01T00:00:00,"[{'KdbID': 346, 'Tittel': 'Bratsberg kraftverk'}, {'KdbID': 3701, 'Tittel': 'Revisjon av vilkår for regulering av Selbusjøen og Dragstsjøen'}]",Idrift,,,Nidelvvassdraget,06,499,False,,9,NVE - område: 9
2047,Brattabøelvi,Kraftverk,K,BRATTABØELVI KRAFT AS,921045417,Vestland,46,Ullensvang,18,2022,2022,4.4,9.106,245.1,2.1,0.582,5,047.2C4,True,2022-07-25T00:00:00,"[{'KdbID': 6513, 'Tittel': 'Brattabøelvi kraftverk'}]",Idrift,,,Jondalselvi,06,208,False,,6,NVE - område: 6
1687,Bratthus,Kraftverk,K,BRATTHUS KRAFTVERK AS,996777502,Vestland,46,Bjørnafjorden,24,2012,2012,0.68,1.417,189.6,0.41,0.461,2,053.D3,True,2012-05-07T00:00:00,"[{'KdbID': 6733, 'Tittel': 'Bratthuselva kraftverk'}]",Idrift,,,Sævareidvassdraget,,242,False,,5,NVE - område: 5
39,Brattingfoss,Pumpekraftverk,PK,NTE ENERGI AS,988340715,Trøndelag,50,Steinkjer,06,1955,1955,10.7,32.241,118.3,12.0,0.248,3,129.B0,True,1955-12-05T00:00:00,"[{'KdbID': 237, 'Tittel': 'Utvidet regulering av Follavassdraget'}, {'KdbID': 2549, 'Tittel': 'Opprustn. av Follafoss kraftverk/overf. Brattreitelva'}]",Idrift,,,Follavassdraget,02,522,False,,9,NVE - område: 9
40,Brattset,Kraftverk,K,KRAFTVERKENE I ORKLA DA,947576283,Trøndelag,50,Rennebu,22,1982,1982,80.0,352.693,268.9,36.02,0.616,3,121.C6A0,True,1982-10-10T00:00:00,"[{'KdbID': 447, 'Tittel': 'Orkla-Grana utbyggingen - Erverv og regulering av Orkla og Grana'}, {'KdbID': 757, 'Tittel': 'Orkla-Grana utbyggingen - Brattset Kraftverk, Planendring m.v.'}, {'KdbID': 9664, 'Tittel': 'Søknad - Midlertidig fravik fra manøvreringsreglementet - Brattset\xa0kraftverk\xa0-\xa0TRØNDERENERGI KRAFT AS - Fravik fra minstevannføring;  - 01.06.2025 til 30.06.2025- Referansenr:LVLLDH'}]",Idrift,,,Orkla,11,493,False,,8,NVE - område: 8
869,Brattvåg,Kraftverk,K,BRATTVÅG KRAFTVERK AS,925539317,Møre og Romsdal,15,Haram,80,1912,1912,0.81,1.943,,,,3,102.12Z,True,1912-01-01T00:00:00,[],Idrift,,,Brattvågelva,,999,False,,8,NVE - område: 8
1232,Breiava,Kraftverk,K,LYSE KRAFT DA,925749419,Rogaland,11,Hjelmeland,33,2006,2006,14.8,54.548,60.0,27.0,0.142,2,033.D2,True,2006-08-28T00:00:00,"[{'KdbID': 33, 'Tittel': 'Reg. av Årdalsvassdraget, Stølsåen og Lysevassdraget overf. mv'}, {'KdbID': 259, 'Tittel': 'Ytt. reg. av Lyngsvatn og reg. av Breiavatn'}, {'KdbID': 3732, 'Tittel': 'Breiava kraftverk'}]",Idrift,,,Årdalselva,41,153,False,,4,NVE - område: 4
1882,Breidalselva,Kraftverk,K,LANGEDALSELVA KRAFT AS,919559330,Vestland,46,Gloppen,50,2016,2016,0.9,5.385,350.2,0.3,0.833,3,087.1AZ,True,2016-10-31T00:00:00,"[{'KdbID': 5265, 'Tittel': 'Breidalselva minikraftverk'}]",Idrift,,,Traudalselva,,368,False,,13,NVE - område: 13
2024,Breilobekken,Kraftverk,K,SIRDAL KRAFT AS,920828108,Agder,42,Sirdal,28,2021,2021,1.77,4.42,233.4,0.88,0.559,2,026.F212,True,2021-06-03T00:00:00,"[{'KdbID': 5434, 'Tittel': 'Breilobekken kraftverk'}, {'KdbID': 8309, 'Tittel': 'Planendring Breilobekken kraftverk'}]",Idrift,,,Sira,,132,False,,4,NVE - område: 4
534,Breiskallen,Kraftverk,K,VOKKS KRAFT AS,976550013,Innlandet,34,Gjøvik,07,1988,1988,1.0,5.069,29.0,4.21,0.065,1,002.DCB0,True,1988-01-01T00:00:00,"[{'KdbID': 625, 'Tittel': 'Erverv av fall i Hunnselva, Breiskallen kraftverk'}]",Idrift,,,Glommavassdraget,75,005,False,,1,NVE - område: 1
41,Breive,Pumpe,P,OTTERAAENS BRUGSEIERFORENING,959951829,Agder,42,Bykle,22,1981,1981,-20.0,-76.428,0.0,19.97,-0.277,2,021.JA0,True,1981-01-01T00:00:00,"[{'KdbID': 745, 'Tittel': 'Øvre Otra utbyggingen - Fornyet till. til ekspr. av fallrettigheter'}, {'KdbID': 8830, 'Tittel': 'Midlertidig fravik fra minstevannføring - Otra, Breive\xa0kraftverk, august 2022- Referansenr:DRNVCE'}]",Idrift,,,Otra,43,115,False,,3,NVE - område: 3
1099,Breivikbotn,Kraftverk,K,HAMMERFEST ENERGI AS,986950281,Finnmark,56,Hasvik,16,1950,1950,0.635,3.993,69.9,1.4,0.126,4,216.5A,True,1950-01-01T00:00:00,"[{'KdbID': 478, 'Tittel': 'Ytterligere reg. av Øvre Eggevatn i Eggevassdraget i Finnmark'}]",Idrift,,,Eggevatnvassdraget,,860,False,,12,NVE - område: 12
1981,Breivikelva,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Beiarn,39,2021,2021,8.59,27.355,305.5,4.25,0.561,4,161.32Z,True,2021-06-30T00:00:00,"[{'KdbID': 5578, 'Tittel': 'Breivikelva kraftverk'}]",Idrift,,,Breivikelva,01,683,False,,10,NVE - område: 10
2095,Breivikelva,Kraftverk,K,BREIVIKELVA KRAFT AS,925575062,Nordland,18,Gildeskål,38,2024,2024,3.5,10.0,232.8,1.85,0.526,4,161.22,True,2024-05-07T00:00:00,"[{'KdbID': 6220, 'Tittel': 'Breivikelva kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,10,NVE - område: 10
1328,Breivold,Kraftverk,K,BREIVOLD ENERGI AS,981412001,Trøndelag,50,Åfjord,58,2001,2001,1.0,4.668,102.0,1.1,0.253,3,135.3C0,True,2001-01-01T00:00:00,"[{'KdbID': 2675, 'Tittel': 'Breivold minikraftverk'}]",Idrift,,,Arnvikelva,02,549,False,,9,NVE - område: 9
42,Brekke,Kraftverk,K,SMÅKRAFT AS,984616155,Østfold,31,Rakkestad,20,1987,1987,1.5,2.402,15.0,9.92,0.041,1,002.A7,True,1987-01-01T00:00:00,"[{'KdbID': 697, 'Tittel': 'Mjørud, Buer, Gapestad og Brekke kraftverk i Rakkestadelva'}]",Idrift,,,Glommavassdraget,06,004,False,,1,NVE - område: 1
43,Brekke,Kraftverk,K,ØSTFOLD ENERGI AS,879904412,Østfold,31,Halden,01,1924,1924,8.0,31.371,26.6,37.04,0.059,1,001.B3,True,1924-10-01T00:00:00,[],Idrift,,,Haldenvassdraget,11,003,False,,1,NVE - område: 1
